Date,Symbol,AVG Price,High,Low
2021-07-10,ETH,2119.384396657,2180.240861758,2090.25323315
2021-07-09,ETH,2125.62051696,2173.328693276,2068.520136775
2021-07-08,ETH,2186.413258031,2294.327962475,2102.375707083
2021-07-07,ETH,2359.070736142,2388.452409167,2313.066986699
2021-07-06,ETH,2295.33775034,2340.43858236,2224.538836279
2021-07-05,ETH,2250.440877553,2315.702068056,2198.796911794
2021-07-04,ETH,2305.210996234,2368.537050249,2198.800050414
2021-07-03,ETH,2192.819037664,2230.553478885,2128.151656304
2021-07-02,ETH,2079.801216967,2149.026220583,2030.718607776
2021-07-01,ETH,2148.735864221,2258.997524912,2094.246694986
2021-06-30,ETH,2162.294126001,2268.646842254,2107.096081673
2021-06-29,ETH,2171.165772652,2231.533351666,2101.723910647
2021-06-28,ETH,2038.752611744,2127.559595535,1970.305182741
2021-06-27,ETH,1856.194364054,1957.302889531,1818.570253004
2021-06-26,ETH,1787.307611803,1834.761729532,1734.035020292
2021-06-25,ETH,1895.112977027,2009.458455224,1804.870913991
2021-06-24,ETH,1961.921245688,2020.792332359,1901.472064316
2021-06-23,ETH,1983.692645797,2028.524921165,1882.353494048
2021-06-22,ETH,1895.666707524,1973.747151958,1754.126957259
2021-06-21,ETH,2018.075753034,2232.702180511,1889.807786311
2021-06-20,ETH,2170.16684234,2262.055613724,2070.901412847
2021-06-19,ETH,2228.257989911,2257.134324969,2179.51497136
2021-06-18,ETH,2282.878884431,2369.091460213,2160.389818474
2021-06-17,ETH,2396.235512103,2451.953887063,2325.507543277
2021-06-16,ETH,2469.795769613,2540.058458265,2365.808387974
2021-06-15,ETH,2579.923397283,2624.12231824,2529.394313112
2021-06-14,ETH,2523.133864158,2582.348901146,2482.007868187
2021-06-13,ETH,2391.838024898,2529.444008141,2325.846310479
2021-06-12,ETH,2364.38776431,2438.842733645,2283.977538987
2021-06-11,ETH,2432.006220558,2478.372472445,2346.862652066
2021-06-10,ETH,2528.491502031,2592.352170871,2444.295929621
2021-06-09,ETH,2526.409449127,2604.410886757,2435.043399128
2021-06-08,ETH,2496.336871981,2602.401234347,2357.705071217
2021-06-07,ETH,2751.398736819,2826.479853259,2610.555876797
2021-06-06,ETH,2692.171829622,2730.984151737,2626.289631003
2021-06-05,ETH,2691.368022139,2802.36530403,2583.342785709
2021-06-04,ETH,2684.734698438,2815.257085088,2596.65456056
2021-06-03,ETH,2799.831023034,2877.195147516,2685.981920003
2021-06-02,ETH,2693.568273547,2783.329438181,2570.347008554
2021-06-01,ETH,2612.409685892,2729.184371673,2548.072770814
2021-05-31,ETH,2503.14934165,2690.299681047,2299.394265689
2021-05-30,ETH,2379.29617602,2450.393708712,2215.49682755
2021-05-29,ETH,2400.836174798,2546.752213183,2239.940664993
2021-05-28,ETH,2554.292045618,2732.057232721,2373.756265855
2021-05-27,ETH,2768.847735807,2849.725444553,2682.377878126
2021-05-26,ETH,2795.237334519,2880.308352254,2692.303787391
