,Date,Convex Finance,Convex Finance (Staking),Daily % Change,Cumulative Sum %
241,2022-01-13,19139661423.9091,,0.018513285066461993,7.07718599038715
242,2022-01-14,19126166385.1133,1482359705.12508,-0.0007050824200548478,7.076480907967095
243,2022-01-15,19262459012.1052,1516126942.14225,0.007125977273625628,7.083606885240721
244,2022-01-16,17688795385.8043,1634411409.09214,-0.08169588448245146,7.00191100075827
245,2022-01-17,17683441360.7513,1524050058.7866,-0.00030267889566382156,7.001608321862606
246,2022-01-18,17515904296.6764,1517531033.55834,-0.009474234152564542,6.992134087710041
247,2022-01-19,17322957093.5915,1506464852.64695,-0.011015543349452539,6.981118544360589
248,2022-01-20,17230467393.5846,1538878614.07555,-0.005339140396596442,6.975779403963992
249,2022-01-21,16862728692.1917,1457627593.70731,-0.02134235206700308,6.954437051896989
250,2022-01-22,15529366099.1911,1132281207.30045,-0.07907157953730315,6.875365472359686
251,2022-01-23,14439791943.7326,1056211026.0499,-0.07016217844946382,6.805203293910222
252,2022-01-24,14604615645.1252,1101342332.51815,0.011414548217513643,6.8166178421277355
253,2022-01-25,13925892437.1808,1018164824.0333,-0.046473198914409486,6.770144643213326
254,2022-01-26,14480412999.6224,1068842546.24143,0.03981939146399571,6.809964034677322
255,2022-01-27,14311824122.2344,1033970805.82239,-0.011642546203094906,6.798321488474228
256,2022-01-28,12164109545.427,867797176.996368,-0.15006574692814856,6.6482557415460795
257,2022-01-29,11400766410.1049,945782324.040025,-0.06275372089271203,6.585502020653367
258,2022-01-30,11842192808.1274,1046574569.42399,0.038719010822925615,6.624221031476292
259,2022-01-31,12028176673.1371,1019889456.55707,0.015705188052846042,6.639926219529138
260,2022-01-02,12339830114.664,1025275003.22838,0.025910281333240137,6.665836500862378
261,2022-02-02,12583356304.5763,1069430925.2571,0.019734971036830196,6.685571471899208
262,2022-03-02,12414520672.1765,1033803864.35017,-0.013417376756501564,6.672154095142707
263,2022-04-02,12628069064.6779,992444406.913815,0.01720150122106645,6.689355596363773
264,2022-05-02,13213969244.8996,1071903083.14218,0.046396656307536865,6.73575225267131
265,2022-06-02,13371341873.448,1087659195.54888,0.011909565220847185,6.7476618178921575
266,2022-07-02,13447693325.8566,1016136901.42346,0.005710081540897027,6.753371899433055
267,2022-08-02,13627430444.2689,1059835632.72849,0.013365646736359649,6.766737546169415
268,2022-09-02,13629646891.9623,1081846579.20907,0.00016264604706406338,6.766900192216479
269,2022-10-02,13870953003.0044,1167738234.45126,0.017704502028178304,6.784604694244657
270,2022-11-02,13673789571.0448,1011073779.76392,-0.014214122989018474,6.770390571255639
271,2022-12-02,13470069869.7752,943104951.961301,-0.014898554655323193,6.755492016600316
272,2022-02-13,13505749352.8681,1011651701.94606,0.0026487971805519983,6.758140813780868
273,2022-02-14,13405656386.5212,989693441.501582,-0.007411137563103298,6.750729676217764
274,2022-02-15,13369805260.9003,1033049072.20708,-0.0026743282527327272,6.748055347965032
275,2022-02-16,13750102315.7276,1157160974.01303,0.028444472257159292,6.776499820222191
276,2022-02-17,13708273068.7177,1199036282.80666,-0.0030421044185290347,6.773457715803662
277,2022-02-18,13501863055.909,1080460900.84975,-0.015057331567148835,6.758400384236514
