,Date,Curve,Curve-ETH,Daily % Change,Cumulative Sum %,Non ETH Curve TVL
461,2021-05-15,8793608212.36596,8793608212.36596,-0.04917713815225955,21.25383125422583,0.0
462,2021-05-16,8523515523.99864,8523515523.99864,-0.030714660221898726,21.22311659400393,0.0
463,2021-05-17,8795680000.96892,8324583526.25143,0.03193101205763971,21.25504760606157,471096474.7174902
464,2021-05-18,9077858794.36118,8499004996.59351,0.03208152108321083,21.28712912714478,578853797.7676697
465,2021-05-19,7318066667.87631,6804792356.2404,-0.19385541969191955,21.09327370745286,513274311.63591003
466,2021-05-20,7731759153.44184,7147860593.96677,0.056530297459777445,21.149804004912635,583898559.47507
467,2021-05-21,7104447323.84956,6481640792.13612,-0.08113442453946962,21.068669580373165,622806531.71344
468,2021-05-22,7403183999.79366,6799833774.98563,0.04204924919933517,21.110718829572498,603350224.8080301
469,2021-05-23,6456660784.55266,5981351034.34818,-0.1278535310303488,20.982865298542148,475309750.2044802
470,2021-05-24,7126434192.4193,6612552394.84576,0.10373371471969683,21.086599013261846,513881797.57353973
471,2021-05-25,7361892054.9983,6771525656.85821,0.03304006691445571,21.119639080176302,590366398.14009
472,2021-05-26,7868701215.98677,7194346788.7439,0.0688422428911295,21.188481323067432,674354427.2428694
473,2021-05-27,7851490034.19953,7112858939.13197,-0.002187296392989535,21.186294026674442,738631095.0675592
474,2021-05-28,7770168865.85014,7030130294.58485,-0.01035741852758787,21.175936608146856,740038571.2652893
475,2021-05-29,7374015147.75481,6610191963.32446,-0.0509839264673414,21.124952681679513,763823184.4303503
476,2021-05-30,7601473533.85503,6836176365.94603,0.03084593420851256,21.155798615888024,765297167.9090004
477,2021-05-31,8139501736.35297,7330866743.48594,0.07077946139017643,21.2265780772782,808634992.8670301
478,2021-01-06,8108661643.34497,7241010221.03901,-0.0037889411424609776,21.22278913613574,867651422.3059597
479,2021-02-06,8724257891.88359,7831675286.10812,0.07591835442336659,21.298707490559107,892582605.7754707
480,2021-03-06,9531753727.98342,8627238241.6458,0.09255753854446036,21.391265029103568,904515486.3376198
481,2021-04-06,9333005231.04483,8459257156.17673,-0.020851199329154024,21.370413829774414,873748074.8681002
482,2021-05-06,9549656403.62198,8691347294.18498,0.02321344167433792,21.39362727144875,858309109.4370003
483,2021-06-06,9798873221.12619,8917309527.925,0.026096940766338728,21.41972421221509,881563693.201191
484,2021-07-06,9845887195.98049,8952830581.25434,0.004797896022671111,21.42452210823776,893056614.7261505
485,2021-08-06,9649253328.20991,8830894887.94603,-0.019971168047797083,21.404550940189964,818358440.2638798
486,2021-09-06,9946189825.47915,9129054583.96654,0.030773002549444595,21.43532394273941,817135241.5126114
487,2021-10-06,9916881194.52456,9112596698.66379,-0.0029467194442146516,21.432377223295195,804284495.8607712
488,2021-11-06,9872716317.30136,9065523934.88781,-0.004453504721583901,21.42792371857361,807192382.4135494
489,2021-12-06,9968637548.17148,9162468870.58511,0.009715789230368532,21.43763950780398,806168677.5863705
490,2021-06-13,10280523423.0275,9449179871.58516,0.03128671028000496,21.468926218083983,831343551.4423409
491,2021-06-14,10644481937.467,9823484208.46917,0.0354027221633737,21.504328940247355,820997728.9978294
492,2021-06-15,10645549708.4458,9875219808.2198,0.00010031216033579149,21.50442925240769,770329900.2259998
493,2021-06-16,10477371822.2228,9636078121.14028,-0.015797952273857274,21.488631300133832,841293701.0825195
494,2021-06-17,10461165651.9317,9615652388.95101,-0.0015467781964868532,21.487084521937344,845513262.98069
495,2021-06-18,10149404590.6622,9249371363.56716,-0.029801751701726498,21.45728277023562,900033227.0950413
496,2021-06-19,10066823987.5834,9170778034.13127,-0.008136497302982382,21.449146272932637,896045953.4521313
497,2021-06-20,10205015810.3099,9279718892.3386,0.013727449977962047,21.4628737229106,925296917.9713001
498,2021-06-21,9287431240.66849,8424726081.3921,-0.08991505615448392,21.372958666756116,862705159.2763891
499,2021-06-22,8569582874.33994,7898281018.33743,-0.07729245554843867,21.295666211207678,671301856.0025101
500,2021-06-23,8908549898.88113,8253825572.26782,0.03955467022276715,21.335220881430445,654724326.6133099
501,2021-06-24,9072815093.47193,8414025609.35183,0.018439049728107948,21.353659931158553,658789484.1201
502,2021-06-25,8784910186.56264,8175879454.6985,-0.03173269861042838,21.321927232548123,609030731.8641396
503,2021-06-26,8794382352.33272,8203373960.70345,0.0010782313727657478,21.32300546392089,591008391.6292696
504,2021-06-27,8956342413.62917,8383357949.63026,0.01841630882167511,21.341421772742564,572984463.998909
505,2021-06-28,9141876653.06283,8601206419.35776,0.020715402657152326,21.362137175399717,540670233.7050705
506,2021-06-29,9204659612.76489,8732246213.06322,0.006867622708629062,21.369004798108346,472413399.7016716
507,2021-06-30,9349440988.69011,8888057062.14134,0.01572913958973965,21.384733937698087,461383926.548769
508,2021-01-07,9383580034.07636,8814024924.91228,0.0036514531112126214,21.3883853908093,569555109.1640816
509,2021-02-07,9565235631.59642,8919789815.51644,0.019358879751691704,21.407744270560993,645445816.0799809
510,2021-03-07,9787656014.22345,9099817891.10975,0.023252995659857945,21.43099726622085,687838123.113699
511,2021-04-07,10023803509.1834,9302377336.80423,0.02412707338884612,21.455124339609696,721426172.3791695
512,2021-05-07,9912948672.763,9175040511.31279,-0.011059158962846594,21.44406518064685,737908161.4502106
513,2021-06-07,10046790456.0703,9314109571.03747,0.013501712530303411,21.45756689317715,732680885.0328293
514,2021-07-07,9974369702.49568,9247477422.44534,-0.007208347172291463,21.45035854600486,726892280.0503407
515,2021-08-07,9711746299.70714,8969313681.97183,-0.026329824402120283,21.424028721602742,742432617.7353096
516,2021-09-07,9803658792.80473,9065976322.36727,0.00946405417328089,21.433492775776024,737682470.43746
517,2021-10-07,9697285570.43908,8958992862.79139,-0.01085035950493518,21.42264241627109,738292707.6476898
518,2021-11-07,9762357851.90651,9025813965.02633,0.006710360440017826,21.429352776711106,736543886.8801785
519,2021-12-07,9370796959.42535,8678466404.94281,-0.040109254180299314,21.389243522530805,692330554.4825401
520,2021-07-13,9122608656.67653,8454073728.16022,-0.02648529296104174,21.362758229569764,668534928.5163107
521,2021-07-14,9110155191.97619,8435352444.72469,-0.0013651210052977314,21.361393108564467,674802747.2515001
522,2021-07-15,8794048832.34351,8117354365.45042,-0.03469824091592788,21.326694867648538,676694466.8930893
523,2021-07-16,8716785201.88182,8039735845.12239,-0.008785899639028871,21.317908968009508,677049356.7594309
524,2021-07-17,8620425310.36259,7943352041.3159,-0.011054521740242906,21.306854446269266,677073269.046691
525,2021-07-18,8617252466.06368,7923967341.26249,-0.00036806122490218307,21.306486385044366,693285124.8011904
526,2021-07-19,8447880170.29659,7789849926.82863,-0.0196550230405933,21.286831362003774,658030243.4679594
527,2021-07-20,8328344589.42564,7690088153.96713,-0.014149772305157238,21.272681589698617,638256435.4585104
528,2021-07-21,8673846898.83918,8020159539.82389,0.041485112161691484,21.31416670186031,653687359.0152903
529,2021-07-22,8753967330.42512,8102952657.55798,0.009237012426016156,21.323403714286325,651014672.8671398
530,2021-07-23,8858501273.12562,8213384693.97556,0.011941322003474308,21.335345036289798,645116579.1500597
531,2021-07-24,9101867024.70836,8442751667.4572,0.02747256494967698,21.362817601239474,659115357.2511606
532,2021-07-25,9150164935.00376,8474230279.44279,0.005306373974074408,21.36812397521355,675934655.5609694
533,2021-07-26,9442785894.69225,8762804068.60823,0.031979856294073405,21.40010383150762,679981826.0840187
534,2021-07-27,9507415322.96643,8828967704.94183,0.006844317873447636,21.40694814938107,678447618.024601
535,2021-07-28,9504131362.74039,8817089984.78317,-0.0003454104101360267,21.406602738970932,687041377.9572201
536,2021-07-29,9628963657.28726,8925150650.73575,0.013134529583235466,21.41973726855417,703813006.5515099
